Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2016-09-07,2509,2509,2424,2447,2466.108553,146564,7484,361442734,79154,54.01,85,-62
2016-09-06,2514,2544,2481,2484.05,2486.292832,260330,3849,647256613,225567,86.65,63,-29.95
2016-09-02,2515,2519,2499.1,2513.5,2508.620649,31024,2477,77827447,8838,28.49,19.9,-1.5
2016-09-01,2529,2530,2489.95,2507.6,2507.017768,25833,1939,64763790,7023,27.19,40.05,-21.4
2016-08-31,2547,2547,2501,2512.55,2524.731741,36748,2322,92778842,10721,29.17,46,-34.45
2016-08-30,2510,2574.75,2501.6,2548.7,2529.612472,34075,2430,86196545,10765,31.59,73.15,38.7
2016-08-29,2530,2533.95,2471.15,2501.6,2491.952169,58686,4482,146242705,17749,30.24,62.8,-28.4
2016-08-26,2555.1,2571.55,2521.05,2529.15,2538.86359,27476,2103,69757816,6203,22.58,50.5,-25.95
2016-08-25,2576,2589.2,2529,2550.1,2554.960748,47947,3087,122502703,14308,29.84,60.2,-25.9
2016-08-24,2601,2601,2568.1,2571.9,2581.649559,37781,2050,97537302,16120,42.67,32.9,-29.1
2016-08-23,2536,2606,2536,2603.2,2594.649607,44824,2688,116302574,13672,30.5,70,67.2
2016-08-22,2581,2593.5,2540,2551.45,2560.994286,42003,3228,107569443,9332,22.22,53.5,-29.55
2016-08-19,2636,2647.8,2600,2603.95,2610.614229,31879,3307,83223771,12701,39.84,47.8,-32.05
2016-08-18,2630,2657,2630,2636.7,2645.353202,16659,1410,44068939,4912,29.49,27,6.7
2016-08-17,2695,2695,2618,2623.9,2636.861285,48596,2757,128140911,24034,49.46,77,-71.1
2016-08-16,2740,2740,2674,2691.45,2704.152714,34712,3189,93866549,8806,25.37,66,-48.55
2016-08-12,2706,2740,2705.95,2732.35,2730.497668,41590,3937,113561398,13876,33.36,34.05,26.35
2016-08-11,2670,2715,2669.5,2704.3,2701.477313,34271,3148,92582329,11795,34.42,45.5,34.3
2016-08-10,2650,2680,2647,2673.9,2669.525444,57382,3419,153182709,21119,36.8,33,23.9
2016-08-09,2651.9,2659,2610,2650.55,2646.323765,50237,4960,132943367,23547,46.87,49,-1.35
2016-08-08,2648,2666.8,2631.45,2651.9,2652.370001,34581,2286,91721607,14931,43.18,35.35,3.9
2016-08-05,2660,2682.9,2633,2648.9,2662.061936,101443,2746,270047549,77946,76.84,49.9,-11.1
2016-08-04,2678.7,2682.05,2638.95,2652.65,2662.176508,55125,2629,146752480,24558,44.55,43.1,-26.05
2016-08-03,2680.5,2694,2648.85,2656.25,2665.218023,66149,3216,176301507,45577,68.9,45.15,-24.25
2016-08-02,2696,2716,2686.05,2692.1,2693.702494,155866,4527,419856633,115483,74.09,29.95,-3.9
2016-08-01,2620,2720,2620,2698,2694.232144,153448,8648,413424534,60087,39.16,100,78
2016-07-29,2614,2632,2599.2,2618.55,2618.686183,42324,3878,110833274,12554,29.66,32.8,4.55
2016-07-28,2577,2626.6,2577,2615.55,2600.561574,60293,4677,156795659,23089,38.29,49.6,38.55
2016-07-27,2550,2580,2548.3,2576.1,2568.532408,56329,5938,144682862,24314,43.16,31.7,26.1
2016-07-26,2551,2563,2531.3,2548.3,2549.699867,42811,4830,109155201,12804,29.91,31.7,-2.7
2016-07-25,2508.5,2555,2507.05,2551.55,2536.706351,62922,4699,159614637,23765,37.77,47.95,43.05
2016-07-22,2490,2520.9,2480,2509.15,2509.221165,42665,3761,107055921,9577,22.45,40.9,19.15
