Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2018-06-08,1249.9,1262.45,1245.15,1259.75,1259.26773,415785,3948,523584633,351912,84.64,17.3,9.85
2018-06-07,1238,1257,1237,1250.8,1250.931338,157001,5088,196397471,45891,29.23,20,12.8
2018-06-06,1221.2,1240.6,1220.1,1235.6,1233.222114,67578,2373,83338684,18980,28.09,20.5,14.4
2018-06-05,1225.1,1241,1217,1221.2,1227.365067,45830,1638,56250141,11760,25.66,24,-3.9
2018-06-04,1220,1243.35,1212.75,1239.6,1234.330521,88790,2319,109596207,33659,37.91,30.6,19.6
2018-06-01,1231.9,1245.15,1217.9,1220.25,1226.138663,132782,3182,162809144,74750,56.3,27.25,-11.65
2018-05-31,1217,1240,1210.45,1231.9,1227.201113,105319,2739,129247594,31429,29.84,29.55,14.9
2018-05-30,1216.7,1229,1207,1214.1,1214.455906,376108,2330,456766582,248437,66.05,22,-2.6
2018-05-29,1220,1225.55,1207,1216.65,1215.103766,58709,1347,71337527,22384,38.13,18.55,-3.35
2018-05-28,1228.3,1232.95,1206.1,1214.5,1219.948055,190203,4148,232037780,103588,54.46,26.85,-13.8
2018-05-25,1223,1248,1221.35,1228.8,1238.94713,205711,7153,254865053,71861,34.93,26.65,5.8
2018-05-24,1192.45,1227.6,1192.45,1221.85,1217.422842,254783,8355,310178644,99353,39,35.15,29.4
2018-05-23,1196.8,1206.7,1180.9,1185.25,1197.176625,104464,3222,125061859,34187,32.73,25.8,-11.55
2018-05-22,1175.6,1197.95,1174.55,1193.55,1187.28177,97019,2773,115188890,33107,34.12,23.4,17.95
2018-05-21,1180,1188,1170.3,1182.6,1182.136975,83855,2574,99128096,29895,35.65,17.7,2.6
2018-05-18,1186,1187.55,1173.05,1183.75,1180.945838,52731,1495,62272455,23499,44.56,14.5,-2.25
2018-05-17,1198.9,1198.9,1175,1184.95,1186.921582,69002,2203,81899963,20465,29.66,23.9,-13.95
2018-05-16,1192.55,1197.5,1185,1190.05,1191.588677,109600,2970,130598119,57189,52.18,12.5,-2.5
2018-05-15,1189.3,1207.75,1186.8,1192.55,1196.165567,204419,26606,244518969,97214,47.56,20.95,3.25
2018-05-14,1175,1194.7,1170.05,1189.6,1183.658481,58761,2380,69552956,21832,37.15,24.65,14.6
2018-05-11,1170.5,1189,1166.35,1181,1174.573357,61494,3214,72229214,26667,43.37,22.65,10.5
2018-05-10,1165,1183,1163.1,1167.55,1172.754534,78304,2069,91831371,28396,36.26,19.9,2.55
2018-05-09,1170,1176.45,1163.3,1171.25,1170.543229,124117,2801,145284314,39279,31.65,13.15,1.25
2018-05-08,1176.55,1180,1162,1165.35,1167.026987,193127,3345,225384421,74219,38.43,18,-11.2
2018-05-07,1177.1,1190.2,1176.8,1183.35,1182.282792,92096,3195,108883516,29976,32.55,13.4,6.25
2018-05-04,1190,1196,1156.8,1172.9,1166.634677,106963,4179,124786745,27631,25.83,39.2,-17.1
2018-05-03,1198,1204.65,1175,1181.85,1195.51825,88988,2903,106386778,30425,34.19,29.65,-16.15
2018-05-02,1200,1204,1180.4,1197.8,1191.652069,261839,6994,312020986,114909,43.89,23.6,-2.2
2018-04-30,1188,1207.95,1185,1199.4,1199.843958,128818,4823,154561499,67901,52.71,22.95,11.4
2018-04-27,1180,1191.7,1175,1185.15,1184.408409,143721,3269,170224361,45949,31.97,16.7,5.15
2018-04-26,1165,1182,1160,1175.65,1171.745049,148546,4492,174058040,70124,47.21,22,10.65
2018-04-25,1154,1171.3,1145.2,1160.9,1161.401198,243147,4957,282391217,100854,41.48,26.1,6.9
2018-04-24,1185,1196,1150,1153.9,1168.528049,171251,4595,200111597,45767,26.73,46,-31.1
2018-04-23,1166,1212.4,1155,1183.35,1192.219445,518622,9393,618311233,163936,31.61,57.4,17.35
2018-04-20,1138.5,1191.8,1134.9,1178.25,1172.481592,562279,13115,659261777,232365,41.33,56.9,39.75
2018-04-19,1124,1139,1124,1132.7,1132.22711,119682,2417,135507205,42168,35.23,15,8.7
2018-04-18,1124,1134,1113.7,1125.45,1124.269046,158222,4070,177884097,29403,18.58,20.3,1.45
2018-04-17,1131.95,1131.95,1115.35,1125,1121.658645,157534,4613,176699373,52294,33.2,16.6,-6.95
2018-04-16,1099.3,1140,1099,1132.8,1124.887311,531561,12748,597946224,66320,12.48,41,33.5
2018-04-13,1174.5,1184,1150.2,1169,1170.746877,294809,8181,345146716,48975,16.61,33.8,-5.5
2018-04-12,1132.9,1172,1128.3,1162.25,1156.291021,282880,7302,327091604,85210,30.12,43.7,29.35
2018-04-11,1118,1131.75,1117.7,1123.9,1122.297643,340196,3443,381801169,78970,23.21,14.05,5.9
2018-04-10,1127,1127,1105.55,1114.15,1115.411546,221698,4287,247284509,157266,70.94,21.45,-12.85
2018-04-09,1129.9,1129.9,1106.8,1110.95,1114.676297,167351,7851,186542193,76021,45.43,23.1,-18.95
2018-04-06,1140,1145.7,1123.65,1129.3,1130.299234,88857,3167,100434999,31335,35.26,22.05,-10.7
2018-04-05,1134.05,1150.4,1129.95,1145,1141.420014,57310,1822,65414781,17301,30.19,20.45,10.95
2018-04-04,1140.5,1145,1120,1124.55,1130.328189,174290,3027,197004900,110266,63.27,25,-15.95
2018-04-03,1136.8,1145,1129.6,1140.05,1135.326761,55686,3307,63221806,22976,41.26,15.4,3.25
2018-04-02,1135.5,1148.95,1122,1137.5,1134.948044,72812,2387,82637837,14965,20.55,26.95,2
2018-03-28,1153,1153,1129,1134.4,1140.268382,95733,2623,109161313,25845,27,24,-18.6
2018-03-27,1145,1170,1145,1152.8,1155.020906,109970,2388,127017649,33813,30.75,25,7.8
2018-03-26,1167,1167,1143.9,1154.3,1152.398242,196300,5327,226215775,79831,40.67,23.1,-12.7
2018-03-23,1145,1173.7,1140,1167.45,1165.935984,341510,9329,398178798,175792,51.47,33.7,22.45
2018-03-22,1166.9,1176.05,1153.6,1158.8,1167.602344,251295,2933,293412631,175841,69.97,22.45,-8.1
2018-03-21,1163.1,1176.6,1163.1,1168.6,1172.218381,88405,2275,103629966,32881,37.19,13.5,5.5
2018-03-20,1147.15,1170,1147.15,1162.1,1158.06354,692539,7440,802004166,421000,60.79,22.85,14.95
2018-03-19,1164.7,1180,1143.8,1147.15,1162.400582,277264,3313,322291835,194987,70.33,36.2,-17.55
2018-03-16,1184.8,1185,1169,1172.5,1174.954499,55362,1670,65047831,12588,22.74,16,-12.3
2018-03-15,1180,1187.9,1172.25,1182.15,1176.794276,459416,2521,540638119,34397,7.49,15.65,2.15
2018-03-14,1179,1189,1169.45,1180.2,1179.595226,64893,1815,76547473,12289,18.94,19.55,1.2
2018-03-13,1176.2,1195.5,1175,1180.55,1185.768963,89198,2740,105768220,23426,26.26,20.5,4.35
2018-03-12,1170.3,1191.85,1170.3,1185.85,1187.099502,373881,7354,443833949,231474,61.91,21.55,15.55
2018-03-09,1160.2,1166,1156.5,1163.4,1163.138123,107817,2967,125406063,47243,43.82,9.5,3.2
2018-03-08,1144,1165,1144,1156.7,1159.453179,207644,5304,240753496,108829,52.41,21,12.7
2018-03-07,1151.3,1160,1138.2,1142.8,1145.692423,151702,2775,173803832,42790,28.21,21.8,-8.5
2018-03-06,1167.25,1167.25,1129.85,1146.85,1154.75602,117362,5481,135524476,69971,59.62,37.4,-20.4
2018-03-05,1160,1170.1,1144.05,1153.1,1160.116586,764295,3766,886671306,233778,30.59,26.05,-6.9
2018-03-01,1173.45,1173.45,1156.4,1160.25,1161.894753,90150,2568,104744812,37613,41.72,17.05,-13.2
2018-02-28,1148.05,1189.2,1142.35,1174.25,1170.401245,400910,10970,469225563,247082,61.63,46.85,26.2
2018-02-27,1142.1,1152.8,1125.85,1148.3,1134.226768,347461,4038,394099567,61885,17.81,26.95,6.2
2018-02-26,1157,1157,1136.15,1141.05,1144.341379,108917,3769,124638230,38670,35.5,20.85,-15.95
2018-02-23,1165,1166,1147.2,1155.65,1158.093429,121632,5388,140861220,38825,31.92,18.8,-9.35
2018-02-22,1148.9,1164,1140.1,1160.5,1156.326661,143323,6091,165728206,65516,45.71,23.9,11.6
2018-02-21,1146,1151.65,1140.4,1148.7,1147.216592,145098,5921,166458833,59232,40.82,11.25,2.7
2018-02-20,1132,1147.9,1121,1134.7,1139.785257,122989,3296,140181049,19992,16.26,26.9,2.7
2018-02-19,1125.2,1135,1120,1130,1124.630208,270582,3551,304304691,40212,14.86,15,4.8
2018-02-16,1121,1140,1116.05,1124.85,1124.132671,563385,6975,633319485,329630,58.51,23.95,3.85
2018-02-15,1100.1,1129.7,1100.1,1114.15,1119.730692,282999,7929,316882666,166411,58.8,29.6,14.05
2018-02-14,1104,1117.4,1091.7,1098.05,1106.464169,192208,3109,212671265,130534,67.91,25.7,-5.95
2018-02-12,1112,1120,1098.75,1103.8,1106.720532,362750,4957,401462873,210100,57.92,21.25,-8.2
2018-02-09,1124.9,1124.9,1107.2,1111.8,1113.884234,135912,3335,151390234,30772,22.64,17.7,-13.1
