Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2017-02-01,2845.05,2873,2810.7,2856.65,2847.740949,23065,2558,65683145,5884,25.51,62.3,11.6
2017-01-31,2825.35,2917.05,2792.3,2837.75,2869.566412,86875,7428,249293582,5569,6.41,124.75,12.4
2017-01-30,2853.5,2854,2813,2825.35,2827.826885,5996,834,16955650,1137,18.96,41,-28.15
2017-01-27,2850,2871.5,2827.2,2853.5,2845.563535,21917,2380,62366216,5026,22.93,44.3,3.5
2017-01-25,2798,2868.5,2773.05,2851,2821.491393,35263,3417,99494251,6004,17.03,95.45,53
2017-01-24,2707.4,2811,2702,2796.1,2763.271021,37938,3213,104832976,9929,26.17,109,88.7
2017-01-23,2700,2715.9,2688,2707.4,2705.02597,6469,725,17498813,1593,24.63,27.9,7.4
2017-01-20,2695.95,2718,2688,2698.35,2706.754749,12844,749,34765558,4509,35.11,30,2.4
2017-01-19,2705,2711.5,2683.55,2695.95,2698.406583,7322,956,19757733,1676,22.89,27.95,-9.05
2017-01-18,2730.05,2740,2693.65,2704.3,2710.574696,13247,1425,35906983,3898,29.43,46.35,-25.75
2017-01-17,2722,2742.25,2708.15,2729.9,2723.525069,13842,1374,37699034,3881,28.04,34.1,7.9
2017-01-16,2708.05,2726.55,2688.05,2722,2713.123637,5136,576,13934603,1453,28.29,38.5,13.95
2017-01-13,2730,2751.5,2692.7,2708.05,2722.531011,16220,1312,44159453,8029,49.5,58.8,-21.95
2017-01-12,2720,2740,2710,2731.5,2723.328945,14127,1462,38472468,7784,55.1,30,11.5
2017-01-11,2700.1,2750.45,2700.1,2717.55,2720.121179,14854,1391,40404680,8429,56.75,50.35,17.45
2017-01-10,2723.55,2746.1,2713.05,2740.8,2729.7518,15697,2370,42848914,7781,49.57,33.05,17.25
2017-01-09,2726,2744,2708.5,2721.05,2724.77913,5836,711,15901811,1067,18.28,35.5,-4.95
2017-01-06,2718.45,2740,2697.6,2708.4,2719.170538,7793,1055,21190496,1379,17.7,42.4,-10.05
2017-01-05,2688.55,2727,2685,2720.95,2708.119327,13970,1856,37832427,2741,19.62,42,32.4
2017-01-04,2626,2705.8,2619,2688.55,2661.266029,16720,2605,44496368,4771,28.53,86.8,62.55
2017-01-03,2590,2630.6,2566,2620.1,2594.789026,26591,2571,68998035,7602,28.59,64.6,30.1
2017-01-02,2640,2658.3,2556,2596.8,2587.110089,35099,3376,90804977,8595,24.49,102.3,-43.2
2016-12-30,2655.55,2667,2627.25,2633.85,2642.00212,10377,1231,27416056,2068,19.93,39.75,-21.7
2016-12-29,2621,2665.65,2611.5,2655.45,2638.251494,8704,1079,22963341,1523,17.5,54.15,34.45
2016-12-28,2629.35,2653,2624.55,2631.6,2641.307027,6475,806,17102463,2009,31.03,28.45,2.25
2016-12-27,2563,2642,2563,2633.6,2604.469498,15491,1552,40345837,1423,9.19,79,70.6
2016-12-26,2618,2618.35,2578,2596.7,2597.001249,7205,922,18711394,2181,30.27,40.35,-21.3
2016-12-23,2564.15,2635,2554.55,2621.35,2607.375604,12010,1289,31314581,2888,24.05,80.45,57.2
2016-12-22,2586,2589,2555.6,2566.55,2570.681186,18757,1921,48218267,6209,33.1,33.4,-19.45
2016-12-21,2597.5,2631.25,2580.75,2585.65,2602.643751,7753,965,20178297,1752,22.6,50.5,-11.85
2016-12-20,2657.95,2664.85,2572,2585.4,2589.3272,23643,2588,61219463,8169,34.55,92.85,-72.55
2016-12-19,2659,2659,2635,2646.3,2647.073096,5226,709,13833604,1210,23.15,24,-12.7
2016-12-16,2697,2697,2653.15,2658.9,2664.359307,8778,1032,23387746,2116,24.11,43.85,-38.1
2016-12-15,2649,2697.5,2632.5,2674.65,2675.103128,15408,1684,41217989,2957,19.19,65,25.65
2016-12-14,2665,2665.7,2633,2649.45,2647.888368,7041,877,18643782,1560,22.16,32.7,-15.55
2016-12-13,2656,2667.15,2646,2659.4,2658.779065,10614,1028,28220281,3290,31,21.15,3.4
2016-12-12,2725,2725,2646.05,2652.75,2663.86836,17791,1817,47392882,6231,35.02,78.95,-72.25
2016-12-09,2778.5,2778.5,2712.6,2719.55,2729.269309,15239,1603,41591335,4186,27.47,65.9,-58.95
2016-12-08,2721,2787.9,2721,2773.75,2761.837502,20708,1884,57192131,4992,24.11,66.9,52.75
2016-12-07,2755,2755,2685.55,2701.7,2714.051906,9864,1000,26771408,1668,16.91,69.45,-53.3
2016-12-06,2750.9,2752.45,2720.55,2728.05,2734.002249,12007,1236,32827165,2917,24.29,31.9,-22.85
2016-12-05,2700,2757.45,2689.55,2737.5,2727.963018,22389,1912,61076364,5226,23.34,67.9,37.5
2016-12-02,2666.7,2723.45,2653.55,2702.45,2685.860278,18365,1793,49325824,1364,7.43,69.9,35.75
2016-12-01,2680.55,2714,2666.7,2685.15,2681.982475,12097,1255,32443942,1799,14.87,47.3,4.6
2016-11-30,2687,2690,2664.9,2683.75,2681.314619,13804,1154,37012867,2453,17.77,25.1,-3.25
2016-11-29,2637.45,2690,2637.45,2661.8,2668.490093,18017,1522,48078186,2621,14.55,52.55,24.35
2016-11-28,2622.8,2662,2615.05,2637.45,2639.829186,20935,1935,55264824,1848,8.83,46.95,14.65
